XREF_HIERARCHY_KEY,FK_REPORT_KEY,HIERARCHY_GROUP_NAME,LEVEL_1_SORT,LEVEL_1,LEVEL_2_SORT,LEVEL_2,LEVEL_3_SORT,LEVEL_3,LEVEL_4_SORT,LEVEL_4,LEVEL_5_SORT,LEVEL_5,LEVEL_6_SORT,LEVEL_6,LEVEL_7_SORT,LEVEL_7,LEVEL_8_SORT,LEVEL_8,LEVEL_9_SORT,LEVEL_9,ID_NAME,ID,ID_SOURCE,ID_TABLE,ID_SCHEMA,ID_DATABASE,GROUP_FILTER_PRECEDENCE,DO_NOT_EXPAND_FLAG,IS_SECURED_FLAG,SPLIT_ACTIVE_FLAG,EXCLUSION_FLAG,CALCULATION_FLAG,ACTIVE_FLAG,VOLUME_FLAG,ID_UNPIVOT_FLAG,ID_ROW_FLAG,REMOVE_FROM_TOTALS,FILTER_GROUP_1,FILTER_GROUP_2,FILTER_GROUP_3,FILTER_GROUP_4,FORMULA_GROUP,FORMULA_PRECEDENCE,FORMULA_PARAM_REF,ARITHMETIC_LOGIC,FORMULA_PARAM2_CONST_NUMBER,CREATE_NEW_COLUMN
234,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,Distribution Fee,DISTFEE,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
235,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,New Mexico State Tax Withholding,NMWH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
236,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,Garnishment,GARNISH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
237,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,Oklahoma State Tax Withholding,OKWH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
238,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,,OIL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
239,33,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,301,Oil,999,N/A,0,,0,,0,,0,,,COND,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesOil,,,Total Deducts,,,,,false
240,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,Netting of JIB,JIBNET,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
241,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,Transportation-ASC606,NOPTRAN,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
242,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,Other Deducts-ASC606,NOPOTH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
243,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,"Gathering, Marketing-ASC606",NOPGATH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
244,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,Processing-NGLs-ASC606,NOPPROCNGL,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
245,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,Processing-Gas-ASC606,NOPPROCGAS,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
246,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,"Treating, Compr, Dehy-ASC606",NOPTRTG,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
247,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,Fuel Charges-ASC606,NOPFUEL,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
248,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,Distribution Fee,DISTFEE,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
249,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,New Mexico State Tax Withholding,NMWH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
250,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,Garnishment,GARNISH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
251,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,Oklahoma State Tax Withholding,OKWH,DEDUCT_CODE,DIM_DEDUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
252,34,Lease Operating Statement,1,Upstream,8,Deducts,23,Other Production Charges,302,NGL,999,N/A,0,,0,,0,,0,,,NGL,PRODUCT_CODE,DIM_PRODUCT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Deducts,DeductsOther Production ChargesNGL,,,Total Deducts,,,,,false
253,106,Lease Operating Statement,1,Upstream,12,Operating Expense,1,Ad Valorem Taxes,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE750,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedAd Valorem Taxes,,,Total LOE Recurring,,,,,false
254,106,Lease Operating Statement,1,Upstream,12,Operating Expense,2,Ad Valorem Taxes,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE750,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedAd Valorem Taxes,,,Total LOE Recurring,,,,,false
319,138,Lease Operating Statement,1,Upstream,12,Operating Expense,2,Ad Valorem Taxes,30,Recurring,3000,Non Operated,1000,Operated,0,,0,,0,,,NLOE750,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedNon-Op Ad Valorem Taxess,,,Total LOE Recurring,,,,,false
255,107,Lease Operating Statement,1,Upstream,12,Operating Expense,3,Artificial Lift Equip,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE545,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedArtificial Lift Equip,,,Total LOE Recurring,,,,,false
256,108,Lease Operating Statement,1,Upstream,12,Operating Expense,4,Automation/Measrmt,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE570,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedAutomation/Measrmt,,,Total LOE Recurring,,,,,false
257,109,Lease Operating Statement,1,Upstream,12,Operating Expense,5,Bottom Hole Pump,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE525,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedBottom Hole Pump,,,Total LOE Recurring,,,,,false
258,110,Lease Operating Statement,1,Upstream,12,Operating Expense,6,Chemicals,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE295,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedChemical Pump Replacmt/Repairs,,,Total LOE Recurring,,,,,false
259,110,Lease Operating Statement,1,Upstream,12,Operating Expense,6,Chemicals,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE295,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedChemical Pump Rplcmnt/Repair,,,Total LOE Recurring,,,,,false
260,110,Lease Operating Statement,1,Upstream,12,Operating Expense,6,Chemicals,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE245,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedChemicals,,,Total LOE Recurring,,,,,false
261,110,Lease Operating Statement,1,Upstream,12,Operating Expense,6,Chemicals,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE245,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedChemicals,,,Total LOE Recurring,,,,,false
262,110,Lease Operating Statement,1,Upstream,12,Operating Expense,6,Chemicals,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE241,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedChemicals-Amine,,,Total LOE Recurring,,,,,false
263,110,Lease Operating Statement,1,Upstream,12,Operating Expense,6,Chemicals,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE243,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedChemicals-Corrosion Prevente,,,Total LOE Recurring,,,,,false
264,110,Lease Operating Statement,1,Upstream,12,Operating Expense,6,Chemicals,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE243,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedChemicals-Corrosion Preventer,,,Total LOE Recurring,,,,,false
265,110,Lease Operating Statement,1,Upstream,12,Operating Expense,6,Chemicals,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE242,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedChemicals-Glycol (EG/TEG),,,Total LOE Recurring,,,,,false
266,110,Lease Operating Statement,1,Upstream,12,Operating Expense,6,Chemicals,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE242,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedChemicals-Glycol (EG/TEG),,,Total LOE Recurring,,,,,false
267,110,Lease Operating Statement,1,Upstream,12,Operating Expense,6,Chemicals,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE244,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedChemicals-Methanol,,,Total LOE Recurring,,,,,false
268,110,Lease Operating Statement,1,Upstream,12,Operating Expense,6,Chemicals,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE244,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedChemicals-Methanol,,,Total LOE Recurring,,,,,false
320,139,Lease Operating Statement,1,Upstream,12,Operating Expense,6,Chemicals,30,Recurring,3000,Non Operated,1000,Operated,0,,0,,0,,,NLOE245,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedNon-Op Chemicals,,,Total LOE Recurring,,,,,false
269,111,Lease Operating Statement,1,Upstream,12,Operating Expense,7,Tubing,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE180,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedCoil Tubing,,,Total LOE Recurring,,,,,false
270,112,Lease Operating Statement,1,Upstream,12,Operating Expense,8,Communications,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE335,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedCommunications,,,Total LOE Recurring,,,,,false
271,112,Lease Operating Statement,1,Upstream,12,Operating Expense,8,Communications,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE335,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedCommunications,,,Total LOE Recurring,,,,,false
272,113,Lease Operating Statement,1,Upstream,12,Operating Expense,9,Labor,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE100,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedCompany Labor,,,Total LOE Recurring,,,,,false
273,113,Lease Operating Statement,1,Upstream,12,Operating Expense,9,Labor,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE100,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedCompany Labor,,,Total LOE Recurring,,,,,false
321,140,Lease Operating Statement,1,Upstream,12,Operating Expense,9,Labor,30,Recurring,3000,Non Operated,1000,Operated,0,,0,,0,,,NLOE105,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedNon-Op Contract Labor,,,Total LOE Recurring,,,,,false
274,114,Lease Operating Statement,1,Upstream,12,Operating Expense,10,Completion/Workover Rigs,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE160,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedCompletion/Workover Rigs,,,Total LOE Recurring,,,,,false
275,115,Lease Operating Statement,1,Upstream,12,Operating Expense,11,Compressors/Pumps,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE555,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedCompressors/Pumps,,,Total LOE Recurring,,,,,false
276,116,Lease Operating Statement,1,Upstream,12,Operating Expense,12,Labor,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE105,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedContract Labor,,,Total LOE Recurring,,,,,false
277,116,Lease Operating Statement,1,Upstream,12,Operating Expense,12,Labor,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE105,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedContract Labor,,,Total LOE Recurring,,,,,false
278,117,Lease Operating Statement,1,Upstream,12,Operating Expense,13,Disposal,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE275,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedDisposal-Fluids-SWD (OUT),,,Total LOE Recurring,,,,,false
279,117,Lease Operating Statement,1,Upstream,12,Operating Expense,13,Disposal,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE275,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedDisposal-Fluids-SWD (OUT),,,Total LOE Recurring,,,,,false
322,141,Lease Operating Statement,1,Upstream,12,Operating Expense,13,Disposal,30,Recurring,3000,Non Operated,1000,Operated,0,,0,,0,,,NLOE275,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedNon-Op Disposal-Fluids-SWD,,,Total LOE Recurring,,,,,false
400,117,Lease Operating Statement,1,Upstream,12,Operating Expense,13,Disposal,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE274,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedDisposal-Fluids-SWD (OUT),,,Total LOE Recurring,,,,,false
280,118,Lease Operating Statement,1,Upstream,12,Operating Expense,14,EIS Costs,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE430,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedEIS Costs,,,Total LOE Recurring,,,,,false
281,119,Lease Operating Statement,1,Upstream,12,Operating Expense,15,Electrc Svcs/Dist Sys,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE540,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedElectrc Svcs/Dist Sys,,,Total LOE Recurring,,,,,false
282,120,Lease Operating Statement,1,Upstream,12,Operating Expense,16,Equipment Expense,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE555,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedEquip Exp-Compressors/Pumps,,,Total LOE Recurring,,,,,false
283,120,Lease Operating Statement,1,Upstream,12,Operating Expense,16,Equipment Expense,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE560,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedEquip Exp-Line PIpe,,,Total LOE Recurring,,,,,false
284,120,Lease Operating Statement,1,Upstream,12,Operating Expense,16,Equipment Expense,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE570,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedEquip Exp-Meters/Msrmt/Autmtn,,,Total LOE Recurring,,,,,false
285,120,Lease Operating Statement,1,Upstream,12,Operating Expense,16,Equipment Expense,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE590,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedEquip Exp-Miscellaneous Equip,,,Total LOE Recurring,,,,,false
286,120,Lease Operating Statement,1,Upstream,12,Operating Expense,16,Equipment Expense,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE565,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedEquip Exp-Pipe/Valves/Fittings,,,Total LOE Recurring,,,,,false
287,120,Lease Operating Statement,1,Upstream,12,Operating Expense,16,Equipment Expense,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE550,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedEquip Exp-Surface Equipment,,,Total LOE Recurring,,,,,false
323,142,Lease Operating Statement,1,Upstream,12,Operating Expense,16,Equipment Expense,30,Recurring,3000,Non Operated,3000,Non Operated,0,,0,,0,,,NLOE555,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedNon-Op Equip Exp-Compressors,,,Total LOE Recurring,,,,,false
290,121,Lease Operating Statement,1,Upstream,12,Operating Expense,17,Field Office,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE330,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedField Office,,,Total LOE Recurring,,,,,false
291,121,Lease Operating Statement,1,Upstream,12,Operating Expense,17,Field Office,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE330,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedField Office,,,Total LOE Recurring,,,,,false
324,143,Lease Operating Statement,1,Upstream,12,Operating Expense,17,Facility Expense,30,Recurring,3000,Non Operated,3000,Non Operated,0,,0,,0,,,NLOE770,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedNon-op Facilities Expense,,,Total LOE Recurring,,,,,false
292,122,Lease Operating Statement,1,Upstream,12,Operating Expense,18,Flowback & Testing,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE205,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedFlowback & Testing,,,Total LOE Recurring,,,,,false
325,144,Lease Operating Statement,1,Upstream,12,Operating Expense,18,Repair,30,Recurring,3000,Non Operated,3000,Non Operated,0,,0,,0,,,NLOE300,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedNon-Op Repair & Maintenance,,,Total LOE Recurring,,,,,false
337,155,Lease Operating Statement,1,Upstream,12,Operating Expense,18,Repair,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE300,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedRepair & Maintenance,,,Total LOE Recurring,,,,,false
338,155,Lease Operating Statement,1,Upstream,12,Operating Expense,18,Repair,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE300,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedRepair & Maintenance,,,Total LOE Recurring,,,,,false
413,155,Lease Operating Statement,1,Upstream,12,Operating Expense,18,Repair,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE165,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedRepair & Maintenance,,,Total LOE Recurring,,,,,false
293,123,Lease Operating Statement,1,Upstream,12,Operating Expense,19,Fluids/Solids/Control/Water,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE260,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedFluids/Solids/Control/Water,,,Total LOE Recurring,,,,,false
294,124,Lease Operating Statement,1,Upstream,12,Operating Expense,20,Fuel & Power,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE110,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedFuel & Power,,,Total LOE Recurring,,,,,false
295,124,Lease Operating Statement,1,Upstream,12,Operating Expense,20,Fuel & Power,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE110,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedFuel & Power,,,Total LOE Recurring,,,,,false
296,125,Lease Operating Statement,1,Upstream,12,Operating Expense,21,Gas Marketing,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE700,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedGas Mktg & Transportation Fee,,,Total LOE Recurring,,,,,false
